response_id,main_branch,age,remote_work,ed_level,years_code,years_code_pro,dev_type,org_size,purchase_influence,buildvs_buy,country,currency,comp_total,so_visit_freq,so_account,so_part_freq,so_comm,ai_select,ai_sent,ai_acc,ai_complex,ai_threat,survey_length,survey_ease,converted_comp_yearly,r_used,r_want_to_use,main_branch_label,age_label,remote_work_label,ed_level_label,dev_type_label,org_size_label,purchase_influence_label,buildvs_buy_label,so_visit_freq_label,so_account_label,so_part_freq_label,so_comm_label,ai_select_label,ai_sent_label,ai_acc_label,ai_complex_label,ai_threat_label,survey_length_label,survey_ease_label
6133,1,3,3,7,15,15,16,4,3,1,United States of America,"USD	United States dollar",105000.00,2,2,NA,3,2,6,NA,NA,1,2,3,105000.00,0,0,I am a developer by profession,35-44 years old,Remote,Some college/university study without earning a degree,"Developer, full-stack",100 to 499 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Not sure/can't remember,NA,"No, not really","No, but I plan to soon",Very unfavorable,NA,NA,I'm not sure,Too long,Neither easy nor difficult
6141,1,3,1,2,8,8,12,1,3,1,United States of America,"USD	United States dollar",150000.00,3,3,5,3,1,NA,NA,NA,NA,3,2,150000.00,1,1,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","1,000 to 4,999 employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Too short,Easy
6143,1,5,2,2,41,36,24,6,1,2,United States of America,"USD	United States dollar",240000.00,5,3,4,1,1,NA,NA,NA,NA,1,2,240000.00,0,0,I am a developer by profession,55-64 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Hardware Engineer,20 to 99 employees,I have a great deal of influence,Is set up to be customized and needs to be engineered into a usable product,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,"No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
6150,1,2,2,2,7,2,12,4,3,1,United States of America,"USD	United States dollar",88000.00,5,3,5,1,3,2,1,4,3,1,2,88000.00,0,0,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",100 to 499 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Multiple times per day,Yes,Less than once per month or monthly,Neutral,Yes,Indifferent,Highly distrust,Very poor at handling complex tasks,Yes,Appropriate in length,Easy
6152,1,2,3,1,4,2,16,10,3,1,United States of America,"USD	United States dollar",78000.00,1,1,NA,3,3,3,4,3,2,1,2,78000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Associate degree (A.A., A.S., etc.)","Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,No,NA,"No, not really",Yes,Unfavorable,Somewhat distrust,Neither good or bad at handling complex tasks,No,Appropriate in length,Easy
6153,1,4,1,3,42,22,14,6,3,1,United States of America,"USD	United States dollar",160000.00,5,3,1,1,1,NA,NA,NA,NA,1,2,160000.00,0,0,I am a developer by profession,45-54 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, embedded applications or devices",20 to 99 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Multiple times per day,Yes,A few times per month or weekly,Neutral,"No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
6155,1,3,1,2,13,11,16,4,3,NA,United States of America,"USD	United States dollar",170000.00,3,3,1,6,3,2,5,1,2,2,3,170000.00,0,0,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,I have some influence,NA,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",Yes,Indifferent,Somewhat trust,Bad at handling complex tasks,No,Too long,Neither easy nor difficult
6159,1,2,2,3,15,10,6,4,2,1,United States of America,"USD	United States dollar",190000.00,2,3,5,5,3,5,5,2,2,2,1,190000.00,1,0,I am a developer by profession,25-34 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,100 to 499 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,"Yes, definitely",Yes,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,Too long,Difficult
6161,1,3,3,1,8,8,15,4,2,NA,United States of America,"USD	United States dollar",107000.00,2,3,1,5,2,2,NA,NA,2,1,3,107000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Associate degree (A.A., A.S., etc.)","Developer, front-end",100 to 499 employees,I have little or no influence,NA,A few times per week,Yes,A few times per month or weekly,"Yes, definitely","No, but I plan to soon",Indifferent,NA,NA,No,Appropriate in length,Neither easy nor difficult
6162,1,3,3,7,22,14,16,4,1,1,United States of America,"USD	United States dollar",160000.00,2,2,NA,3,3,1,5,1,3,1,2,160000.00,0,0,I am a developer by profession,35-44 years old,Remote,Some college/university study without earning a degree,"Developer, full-stack",100 to 499 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Not sure/can't remember,NA,"No, not really",Yes,Favorable,Somewhat trust,Bad at handling complex tasks,Yes,Appropriate in length,Easy
6169,1,2,3,7,13,10,32,5,1,1,United States of America,"USD	United States dollar",113000.00,2,3,5,6,3,4,4,1,2,1,2,113000.00,0,1,I am a developer by profession,25-34 years old,Remote,Some college/university study without earning a degree,"Senior Executive (C-Suite, VP, etc.)",2 to 9 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,Unsure,Somewhat distrust,Bad at handling complex tasks,No,Appropriate in length,Easy
6170,1,2,2,2,9,3,16,6,2,1,United States of America,"USD	United States dollar",55000.00,1,3,1,6,3,1,5,2,1,2,2,55000.00,0,0,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",20 to 99 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,A few times per month or weekly,"Yes, somewhat",Yes,Favorable,Somewhat trust,"Good, but not great at handling complex tasks",I'm not sure,Too long,Easy
6174,1,5,1,2,37,34,14,1,3,1,United States of America,"USD	United States dollar",105000.00,4,1,NA,3,2,1,NA,NA,2,1,3,105000.00,0,0,I am a developer by profession,55-64 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, embedded applications or devices","1,000 to 4,999 employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Less than once per month or monthly,No,NA,"No, not really","No, but I plan to soon",Favorable,NA,NA,No,Appropriate in length,Neither easy nor difficult
6183,1,3,3,3,17,10,13,10,1,2,United States of America,"USD	United States dollar",70000.00,1,3,4,2,1,NA,NA,NA,NA,1,2,70000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, desktop or enterprise applications","Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,Is set up to be customized and needs to be engineered into a usable product,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
6191,1,2,3,2,11,11,16,5,1,1,United States of America,"USD	United States dollar",100000.00,2,3,4,3,3,5,5,2,2,1,2,100000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",2 to 9 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,Appropriate in length,Easy
6197,1,2,3,7,12,11,16,6,1,1,United States of America,"USD	United States dollar",275000.00,1,3,5,1,2,2,NA,NA,2,1,2,275000.00,0,0,I am a developer by profession,25-34 years old,Remote,Some college/university study without earning a degree,"Developer, full-stack",20 to 99 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,"No, but I plan to soon",Indifferent,NA,NA,No,Appropriate in length,Easy
6198,1,1,1,2,9,5,14,9,2,1,United States of America,"USD	United States dollar",125000.00,5,3,1,3,3,2,1,4,2,1,2,125000.00,0,0,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, embedded applications or devices",I don’t know,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Multiple times per day,Yes,A few times per month or weekly,"No, not really",Yes,Indifferent,Highly distrust,Very poor at handling complex tasks,No,Appropriate in length,Easy
6206,1,2,2,2,10,6,14,3,2,3,United States of America,"USD	United States dollar",128731.00,4,1,NA,2,1,NA,NA,NA,NA,1,2,128731.00,0,0,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, embedded applications or devices","10,000 or more employees",I have little or no influence,Out-of-the-box is ready to go with little need for customization,Less than once per month or monthly,No,NA,"No, not at all","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
6208,1,2,1,2,18,9,13,1,2,NA,United States of America,"USD	United States dollar",120000.00,2,1,NA,1,1,NA,NA,NA,NA,1,2,120000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications","1,000 to 4,999 employees",I have little or no influence,NA,A few times per week,No,NA,Neutral,"No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
6212,1,2,2,2,4,1,6,4,3,1,United States of America,"USD	United States dollar",85000.00,3,1,NA,3,1,NA,NA,NA,NA,1,2,85000.00,1,0,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,100 to 499 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,No,NA,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
6216,1,3,3,1,14,11,20,1,3,2,United States of America,"USD	United States dollar",140000.00,2,3,1,6,1,NA,NA,NA,NA,1,3,140000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Associate degree (A.A., A.S., etc.)",DevOps specialist,"1,000 to 4,999 employees",I have some influence,Is set up to be customized and needs to be engineered into a usable product,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
6218,3,2,2,2,8,6,30,6,3,3,United States of America,"USD	United States dollar",170000.00,3,1,NA,3,1,NA,NA,NA,NA,1,2,170000.00,0,0,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Scientist,20 to 99 employees,I have some influence,Out-of-the-box is ready to go with little need for customization,Daily or almost daily,No,NA,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
6220,1,3,1,5,15,9,16,8,2,3,United States of America,"USD	United States dollar",127500.00,1,3,4,1,3,5,2,2,2,2,2,127500.00,0,0,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, full-stack",500 to 999 employees,I have little or no influence,Out-of-the-box is ready to go with little need for customization,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,Very favorable,Highly trust,"Good, but not great at handling complex tasks",No,Too long,Easy
6231,1,2,2,2,12,9,12,6,3,3,United States of America,"USD	United States dollar",120000.00,4,3,5,3,3,4,3,2,2,1,2,120000.00,0,0,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",20 to 99 employees,I have some influence,Out-of-the-box is ready to go with little need for customization,Less than once per month or monthly,Yes,Less than once per month or monthly,"No, not really",Yes,Unsure,Neither trust nor distrust,"Good, but not great at handling complex tasks",No,Appropriate in length,Easy
6232,1,2,3,2,9,5,16,3,3,1,United States of America,"USD	United States dollar",100000.00,4,1,NA,2,3,1,5,2,1,1,2,100000.00,0,NA,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","10,000 or more employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Less than once per month or monthly,No,NA,"No, not at all",Yes,Favorable,Somewhat trust,"Good, but not great at handling complex tasks",I'm not sure,Appropriate in length,Easy
6233,1,2,1,2,6,1,20,5,3,1,United States of America,"USD	United States dollar",120000.00,5,3,4,1,3,1,5,1,2,NA,NA,120000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",DevOps specialist,2 to 9 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,Favorable,Somewhat trust,Bad at handling complex tasks,No,NA,NA
6236,1,1,1,1,8,3,20,4,3,1,United States of America,"USD	United States dollar",80000.00,3,1,NA,3,3,5,5,2,2,1,2,80000.00,0,0,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Associate degree (A.A., A.S., etc.)",DevOps specialist,100 to 499 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,No,NA,"No, not really",Yes,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,Appropriate in length,Easy
6241,1,2,3,3,5,3,16,2,2,1,United States of America,"USD	United States dollar",100000.00,2,3,5,2,3,1,3,1,2,1,3,100000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack",10 to 19 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,"No, not at all",Yes,Favorable,Neither trust nor distrust,Bad at handling complex tasks,No,Appropriate in length,Neither easy nor difficult
6246,1,2,3,2,23,16,12,3,2,2,United States of America,"USD	United States dollar",260000.00,2,3,5,3,3,1,1,1,2,1,3,260000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","10,000 or more employees",I have little or no influence,Is set up to be customized and needs to be engineered into a usable product,A few times per week,Yes,Less than once per month or monthly,"No, not really",Yes,Favorable,Highly distrust,Bad at handling complex tasks,No,Appropriate in length,Neither easy nor difficult
6249,1,2,3,3,5,0,16,7,2,NA,United States of America,"USD	United States dollar",65000.00,1,3,5,6,3,3,1,4,2,1,3,65000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","5,000 to 9,999 employees",I have little or no influence,NA,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,Unfavorable,Highly distrust,Very poor at handling complex tasks,No,Appropriate in length,Neither easy nor difficult
6251,3,3,3,3,22,11,23,4,3,1,United States of America,"USD	United States dollar",299000.00,5,3,3,5,3,2,4,1,2,1,2,299000.00,0,0,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Engineering manager,100 to 499 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Multiple times per day,Yes,Daily or almost daily,"Yes, definitely",Yes,Indifferent,Somewhat distrust,Bad at handling complex tasks,No,Appropriate in length,Easy
6256,1,3,3,3,26,22,12,9,2,NA,United States of America,"USD	United States dollar",147000.00,5,3,6,5,1,NA,NA,NA,NA,1,3,147000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end",I don’t know,I have little or no influence,NA,Multiple times per day,Yes,Multiple times per day,"Yes, definitely","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
6269,1,2,3,2,10,6,16,6,3,1,United States of America,"USD	United States dollar",170000.00,1,2,NA,2,3,2,4,1,2,1,3,170000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",20 to 99 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Not sure/can't remember,NA,"No, not at all",Yes,Indifferent,Somewhat distrust,Bad at handling complex tasks,No,Appropriate in length,Neither easy nor difficult
6279,1,4,3,2,22,20,16,4,3,2,United States of America,"USD	United States dollar",120000.00,5,3,4,3,3,1,4,1,3,1,2,120000.00,0,0,I am a developer by profession,45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,I have some influence,Is set up to be customized and needs to be engineered into a usable product,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,Favorable,Somewhat distrust,Bad at handling complex tasks,Yes,Appropriate in length,Easy
6282,1,3,3,2,25,20,16,4,3,3,United States of America,"USD	United States dollar",165000.00,1,3,5,3,3,1,4,1,1,NA,3,165000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,I have some influence,Out-of-the-box is ready to go with little need for customization,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",Yes,Favorable,Somewhat distrust,Bad at handling complex tasks,I'm not sure,NA,Neither easy nor difficult
6291,1,2,3,2,14,11,34,3,2,1,United States of America,"USD	United States dollar",72000.00,2,3,5,1,3,5,5,2,2,1,2,72000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",System administrator,"10,000 or more employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,Neutral,Yes,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,Appropriate in length,Easy
6298,3,3,1,5,10,9,6,3,2,1,United States of America,"USD	United States dollar",270000.00,2,3,5,6,3,1,5,1,1,1,2,270000.00,1,1,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,"10,000 or more employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,Favorable,Somewhat trust,Bad at handling complex tasks,I'm not sure,Appropriate in length,Easy
6322,1,2,3,2,6,6,16,8,2,1,United States of America,"USD	United States dollar",175000.00,3,3,4,2,1,NA,NA,NA,NA,1,2,175000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",500 to 999 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
6324,1,2,3,1,17,6,17,5,3,1,United States of America,"USD	United States dollar",60000.00,1,3,5,2,1,NA,NA,NA,NA,1,3,60000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Associate degree (A.A., A.S., etc.)","Developer, game or graphics",2 to 9 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not at all","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
6328,1,2,3,2,8,4,16,4,2,1,United States of America,"USD	United States dollar",124500.00,2,1,NA,2,1,NA,NA,NA,NA,1,3,124500.00,NA,NA,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,No,NA,"No, not at all","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
6340,1,4,3,2,29,27,12,5,3,3,United States of America,"USD	United States dollar",77000.00,2,3,4,3,1,NA,NA,NA,NA,1,2,77000.00,0,0,I am a developer by profession,45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",2 to 9 employees,I have some influence,Out-of-the-box is ready to go with little need for customization,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
6342,1,3,2,3,14,11,12,5,1,1,United States of America,"USD	United States dollar",90000.00,5,3,5,6,1,NA,NA,NA,NA,1,2,90000.00,0,0,I am a developer by profession,35-44 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end",2 to 9 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
6348,1,3,3,2,10,10,12,1,2,3,United States of America,"USD	United States dollar",255000.00,2,2,NA,1,1,NA,NA,NA,NA,1,2,255000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","1,000 to 4,999 employees",I have little or no influence,Out-of-the-box is ready to go with little need for customization,A few times per week,Not sure/can't remember,NA,Neutral,"No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
6350,1,1,2,2,5,1,16,1,2,NA,United States of America,"USD	United States dollar",55000.00,3,3,4,3,2,1,NA,NA,2,1,2,55000.00,0,0,I am a developer by profession,18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","1,000 to 4,999 employees",I have little or no influence,NA,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really","No, but I plan to soon",Favorable,NA,NA,No,Appropriate in length,Easy
6361,1,2,1,2,7,3,4,7,2,1,United States of America,"USD	United States dollar",160000.00,1,2,NA,3,3,5,5,2,2,1,2,160000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,"5,000 to 9,999 employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Not sure/can't remember,NA,"No, not really",Yes,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,Appropriate in length,Easy
6364,1,3,3,2,21,16,16,2,3,1,United States of America,"USD	United States dollar",110000.00,2,3,5,6,3,1,5,1,2,1,2,110000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",10 to 19 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,Favorable,Somewhat trust,Bad at handling complex tasks,No,Appropriate in length,Easy
6368,1,2,1,2,7,2,12,1,3,1,United States of America,"USD	United States dollar",190000.00,2,3,5,3,3,1,1,4,2,1,2,190000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","1,000 to 4,999 employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,"No, not really",Yes,Favorable,Highly distrust,Very poor at handling complex tasks,No,Appropriate in length,Easy
6373,1,3,3,2,6,5,12,5,1,1,United States of America,"USD	United States dollar",250000.00,2,2,NA,3,1,NA,NA,NA,NA,1,2,250000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",2 to 9 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Not sure/can't remember,NA,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
6374,1,1,2,2,13,2,11,5,1,1,United States of America,"USD	United States dollar",150000.00,1,3,5,3,3,5,5,2,2,1,3,150000.00,0,0,I am a developer by profession,18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, AI",2 to 9 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",Yes,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,Appropriate in length,Neither easy nor difficult
6390,1,5,2,2,44,21,13,4,2,1,United States of America,"USD	United States dollar",105000.00,1,3,5,3,1,NA,NA,NA,NA,1,3,105000.00,0,0,I am a developer by profession,55-64 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications",100 to 499 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
6392,1,2,3,1,11,10,16,4,1,1,United States of America,"USD	United States dollar",150000.00,2,3,5,1,1,NA,NA,NA,NA,1,3,150000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Associate degree (A.A., A.S., etc.)","Developer, full-stack",100 to 499 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,Neutral,"No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
6394,1,2,1,2,5,3,16,3,2,3,United States of America,"USD	United States dollar",120000.00,1,1,NA,3,1,NA,NA,NA,NA,1,2,120000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","10,000 or more employees",I have little or no influence,Out-of-the-box is ready to go with little need for customization,A few times per month or weekly,No,NA,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
6402,1,3,3,8,24,18,16,5,1,2,United States of America,"USD	United States dollar",165000.00,4,2,NA,3,3,5,3,1,2,1,2,165000.00,0,0,I am a developer by profession,35-44 years old,Remote,Something else,"Developer, full-stack",2 to 9 employees,I have a great deal of influence,Is set up to be customized and needs to be engineered into a usable product,Less than once per month or monthly,Not sure/can't remember,NA,"No, not really",Yes,Very favorable,Neither trust nor distrust,Bad at handling complex tasks,No,Appropriate in length,Easy
6411,1,3,1,2,21,19,12,1,2,NA,United States of America,"USD	United States dollar",175000.00,2,3,5,3,3,1,4,1,2,1,2,175000.00,0,0,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","1,000 to 4,999 employees",I have little or no influence,NA,A few times per week,Yes,Less than once per month or monthly,"No, not really",Yes,Favorable,Somewhat distrust,Bad at handling complex tasks,No,Appropriate in length,Easy
6418,1,3,3,2,18,12,18,1,2,3,United States of America,"USD	United States dollar",196000.00,5,2,NA,2,3,5,5,2,2,1,3,196000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile","1,000 to 4,999 employees",I have little or no influence,Out-of-the-box is ready to go with little need for customization,Multiple times per day,Not sure/can't remember,NA,"No, not at all",Yes,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,Appropriate in length,Neither easy nor difficult
